time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2021-03-16T00:00:00.0000000Z,2021-03-17T00:00:00.0000000Z,2021-03-16T09:00:00.0000000Z,2021-03-16T23:59:59.7260000Z,1272.0,6450.0,1272.0,3054.36,32460.28218,318228
2021-03-17T00:00:00.0000000Z,2021-03-18T00:00:00.0000000Z,2021-03-17T00:00:00.9810000Z,2021-03-17T23:59:24.4650000Z,3050.0,3267.01,2510.0,2687.14,8502.13731,85894
2021-03-18T00:00:00.0000000Z,2021-03-19T00:00:00.0000000Z,2021-03-18T00:00:10.1350000Z,2021-03-18T23:59:55.7740000Z,2688.44,2724.99,2244.89,2430.6,4633.05155,42386
2021-03-19T00:00:00.0000000Z,2021-03-20T00:00:00.0000000Z,2021-03-19T00:00:00.1790000Z,2021-03-19T23:59:56.8490000Z,2416.24,2430.61,1826.29,2030.61,3688.32564,26571
2021-03-20T00:00:00.0000000Z,2021-03-21T00:00:00.0000000Z,2021-03-20T00:00:00.1090000Z,2021-03-20T23:59:44.0410000Z,2030.01,2345.51,1997.58,2056.02,2330.0451,19126
2021-03-21T00:00:00.0000000Z,2021-03-22T00:00:00.0000000Z,2021-03-21T00:00:50.2850000Z,2021-03-21T23:58:32.1560000Z,2056.02,2177.99,1900.0,2156.4,1370.3147,11366
2021-03-22T00:00:00.0000000Z,2021-03-23T00:00:00.0000000Z,2021-03-22T00:01:23.9530000Z,2021-03-22T23:59:53.3170000Z,2140.09,2170.0,1802.01,1847.47,2083.8304,14358
2021-03-23T00:00:00.0000000Z,2021-03-24T00:00:00.0000000Z,2021-03-23T00:00:01.2550000Z,2021-03-23T23:56:35.8130000Z,1850.46,1875.0,1663.14,1768.27,1568.2881,9933
2021-03-24T00:00:00.0000000Z,2021-03-25T00:00:00.0000000Z,2021-03-24T00:00:55.6400000Z,2021-03-24T23:59:49.8290000Z,1746.54,1925.0,1599.99,1663.02,1416.67974,8552
2021-03-25T00:00:00.0000000Z,2021-03-26T00:00:00.0000000Z,2021-03-25T00:00:27.1240000Z,2021-03-25T23:59:47.8320000Z,1663.03,1985.0,1571.43,1868.01,3082.42972,21515
2021-03-26T00:00:00.0000000Z,2021-03-27T00:00:00.0000000Z,2021-03-26T00:00:24.7540000Z,2021-03-26T23:59:38.6430000Z,1870.01,2099.0,1870.0,1942.42,1565.72827,13529
2021-03-27T00:00:00.0000000Z,2021-03-28T00:00:00.0000000Z,2021-03-27T00:00:12.7050000Z,2021-03-27T23:59:17.5140000Z,1942.41,2300.49,1908.81,2261.85,1871.47701,13826
2021-03-28T00:00:00.0000000Z,2021-03-29T00:00:00.0000000Z,2021-03-28T00:00:05.8690000Z,2021-03-28T23:58:57.3820000Z,2261.84,2450.0,2186.29,2319.0,1880.43146,15079
2021-03-29T00:00:00.0000000Z,2021-03-30T00:00:00.0000000Z,2021-03-29T00:00:00.9890000Z,2021-03-29T23:50:10.6440000Z,2319.0,2327.94,2164.65,2225.0,1010.68746,8156
2021-03-30T00:00:00.0000000Z,2021-03-31T00:00:00.0000000Z,2021-03-30T00:02:34.9350000Z,2021-03-30T23:58:18.0740000Z,2224.5,2330.0,2140.0,2239.35,1049.40493,8640
2021-03-31T00:00:00.0000000Z,2021-04-01T00:00:00.0000000Z,2021-03-31T00:00:00.3480000Z,2021-03-31T23:59:23.2450000Z,2235.77,2274.94,1989.04,2063.94,1482.85949,12751
2021-04-01T00:00:00.0000000Z,2021-04-02T00:00:00.0000000Z,2021-04-01T00:02:46.4140000Z,2021-04-01T23:56:46.4940000Z,2074.56,2165.0,2009.8,2103.95,925.18474,7485
2021-04-02T00:00:00.0000000Z,2021-04-03T00:00:00.0000000Z,2021-04-02T00:05:31.3210000Z,2021-04-02T23:59:41.2870000Z,2103.91,2195.0,1873.87,1934.11,1288.17421,12093
2021-04-03T00:00:00.0000000Z,2021-04-04T00:00:00.0000000Z,2021-04-03T00:00:03.2890000Z,2021-04-03T23:54:03.9340000Z,1934.11,2071.36,1715.21,1786.06,968.363,9382
2021-04-04T00:00:00.0000000Z,2021-04-05T00:00:00.0000000Z,2021-04-04T00:01:37.3520000Z,2021-04-04T23:59:55.9240000Z,1795.12,1977.98,1781.04,1830.4,842.07439,6914
2021-04-05T00:00:00.0000000Z,2021-04-06T00:00:00.0000000Z,2021-04-05T00:00:02.5100000Z,2021-04-05T23:59:19.5090000Z,1830.03,2100.0,1750.01,1888.66,1174.98022,9677
2021-04-06T00:00:00.0000000Z,2021-04-07T00:00:00.0000000Z,2021-04-06T00:00:57.8160000Z,2021-04-06T23:58:14.1780000Z,1900.18,1999.99,1800.0,1855.11,955.47673,8860
2021-04-07T00:00:00.0000000Z,2021-04-08T00:00:00.0000000Z,2021-04-07T00:02:24.7310000Z,2021-04-07T23:55:48.2960000Z,1855.12,1927.6,1750.0,1870.0,734.91877,6733
2021-04-08T00:00:00.0000000Z,2021-04-09T00:00:00.0000000Z,2021-04-08T00:08:35.8000000Z,2021-04-08T23:59:42.7350000Z,1869.0,2018.1,1851.0,1994.68,1022.34307,7139
2021-04-09T00:00:00.0000000Z,2021-04-10T00:00:00.0000000Z,2021-04-09T00:00:03.8460000Z,2021-04-09T23:59:59.4490000Z,1994.71,2009.2,1898.84,1975.0,882.69917,6040
2021-04-10T00:00:00.0000000Z,2021-04-11T00:00:00.0000000Z,2021-04-10T00:00:03.9480000Z,2021-04-10T05:33:22.1670000Z,1975.0,2050.0,1956.17,2002.58,282.31458,1781
2021-04-11T00:00:00.0000000Z,2021-04-12T00:00:00.0000000Z,2021-04-11T00:06:14.0010000Z,2021-04-11T23:59:10.6280000Z,1960.08,2000.0,1855.78,1971.82,905.53989,5606
2021-04-12T00:00:00.0000000Z,2021-04-13T00:00:00.0000000Z,2021-04-12T00:00:19.0560000Z,2021-04-12T23:59:36.1440000Z,1972.19,2153.84,1927.0,2149.92,1753.73604,11129
2021-04-13T00:00:00.0000000Z,2021-04-14T00:00:00.0000000Z,2021-04-13T00:00:43.8610000Z,2021-04-13T23:58:29.5390000Z,2149.92,2499.0,1980.0,2249.97,2236.48018,13854
2021-04-14T00:00:00.0000000Z,2021-04-15T00:00:00.0000000Z,2021-04-14T00:00:28.4290000Z,2021-04-14T19:54:11.3740000Z,2249.97,2500.0,2214.0,2363.07,1812.49938,14112
2021-04-15T00:00:00.0000000Z,2021-04-16T00:00:00.0000000Z,2021-04-15T00:00:32.6510000Z,2021-04-15T23:58:03.6250000Z,2488.98,2600.0,2300.0,2600.0,1296.74153,8487
