Index,Fecha,Ultimo,Apertura,Maximo,Minimo,Var,Year,Month,Day
0,22.11.2021,4.551,4.641,4.6465,4.3862,"-2,00%",2021,11,22
1,21.11.2021,4.6438,4.9095,4.9318,4.6278,"-5,41%",2021,11,21
2,20.11.2021,4.9095,4.6842,4.98,4.6842,"4,81%",2021,11,20
3,19.11.2021,4.6842,4.193,4.716,4.1351,"11,71%",2021,11,19
4,18.11.2021,4.193,4.643,4.6625,4.0897,"-9,69%",2021,11,18
5,17.11.2021,4.643,4.611,4.7075,4.4086,"0,69%",2021,11,17
6,16.11.2021,4.611,5.0344,5.0344,4.3922,"-8,41%",2021,11,16
7,15.11.2021,5.0344,5.0995,5.216,5.0,"-1,28%",2021,11,15
8,14.11.2021,5.0995,5.1552,5.2937,4.9849,"-1,14%",2021,11,14
9,13.11.2021,5.1583,5.04,5.2297,4.9392,"2,35%",2021,11,13
10,12.11.2021,5.04,5.1256,5.2377,4.8615,"-1,86%",2021,11,12
11,11.11.2021,5.1356,5.0414,5.2819,4.9721,"1,87%",2021,11,11
12,10.11.2021,5.0414,5.4325,5.615,4.6313,"-7,20%",2021,11,10
13,09.11.2021,5.4325,5.6084,5.7046,5.3966,"-3,07%",2021,11,9
14,08.11.2021,5.6046,5.5132,5.6632,5.4431,"1,66%",2021,11,8
15,07.11.2021,5.5132,5.557,5.5951,5.4564,"-0,79%",2021,11,7
16,06.11.2021,5.557,5.5953,5.9049,5.4223,"-0,75%",2021,11,6
17,05.11.2021,5.5989,5.4811,5.9375,5.4033,"2,15%",2021,11,5
18,04.11.2021,5.4811,5.4352,5.5844,5.2945,"0,84%",2021,11,4
19,03.11.2021,5.4352,5.4078,5.6086,5.2416,"0,65%",2021,11,3
20,02.11.2021,5.4,5.3955,5.4866,5.2965,"0,08%",2021,11,2
21,01.11.2021,5.3955,5.5048,5.5188,5.245,"-1,99%",2021,11,1
22,31.10.2021,5.5048,5.4631,5.6681,5.22,"0,76%",2021,10,31
23,30.10.2021,5.4631,5.6738,5.8668,5.3485,"-3,71%",2021,10,30
24,29.10.2021,5.6738,5.2644,5.8556,5.2094,"7,78%",2021,10,29
25,28.10.2021,5.2644,5.1168,5.4063,5.02,"2,88%",2021,10,28
26,27.10.2021,5.1168,5.8933,5.9394,4.851,"-13,18%",2021,10,27
27,26.10.2021,5.8933,5.708,6.1868,5.708,"3,25%",2021,10,26
28,25.10.2021,5.708,5.5498,5.78,5.5226,"2,85%",2021,10,25
